0,label,score,Datetime,Text,Username,Hashtag
"{'label': 'Positive', 'score': 0.7004898190498352}",Positive,0.7004898190498352,2022-10-06 07:55:20+00:00,"🇺🇸 Tim Ryan for Ohio
https://t.co/l6a2UlD6qB
Amplify his message!
Support his campaign!
Knock doors
Write postcards/letters! 
Follow/Like his accounts
#TimRyan 
#ElectTimRyan
#TimRyanForOhio
#VoteBlue 
#VoteBlue2022",VoteIsAntidote,TimRyan
"{'label': 'Positive', 'score': 0.5843671560287476}",Positive,0.5843671560287476,2022-10-06 08:36:08+00:00,#TimRyan #Vote💙 https://t.co/FwpSiM61sN,callmeoutspoken,TimRyan
"{'label': 'Neutral', 'score': 0.8893032073974609}",Neutral,0.8893032073974609,2022-10-06 09:16:12+00:00,#TimRyan https://t.co/TBUM960ytf,LindaMasseyFL,TimRyan
"{'label': 'Neutral', 'score': 0.5355054140090942}",Neutral,0.5355054140090942,2022-10-06 10:14:51+00:00,"NOPE.

#TimRyan 

BLUE WAVE FOLKS🙏❤️🇺🇸

🆘VOTE. VOTE. VOTE🆘
While you still can America. https://t.co/apwufIdLkn",PHEBE75285640,TimRyan
"{'label': 'Negative', 'score': 0.7334487438201904}",Negative,0.7334487438201904,2022-10-06 10:20:33+00:00,"@AdamParkhomenko @DecisionDeskHQ And there's this, about which he seems to have no interest in speaking, including the #InflationReductionAct that doesn't.  #TimRyan #Democrats #Bidenflation #BidenRecession #BidenGasHike   
https://t.co/yM1Sk0lUvv",DrDaveSalisbury,TimRyan
"{'label': 'Negative', 'score': 0.8858216404914856}",Negative,0.8858216404914856,2022-10-06 11:22:19+00:00,No one is shocked by this. He is a rat. #TimRyan #dirtbag #liar  https://t.co/gUvYX1x9zz,RichardThiedem1,TimRyan
"{'label': 'Negative', 'score': 0.8682807683944702}",Negative,0.8682807683944702,2022-10-06 12:09:54+00:00,"And #JDVance peddles his personal philosopjy that women should stay in abusive relationships.
Why does the @GOP hate women? https://t.co/zdZJ2ChYKO",NewsJunkieJo,JDVance
"{'label': 'Positive', 'score': 0.8640068769454956}",Positive,0.8640068769454956,2022-10-06 12:12:07+00:00,@TimRyan @funder Late to the party- but just donated (again)! #TeamTim #TimRyan #NeverBetAgainstOhio,bunny59,TimRyan
"{'label': 'Negative', 'score': 0.9133836627006531}",Negative,0.9133836627006531,2022-10-06 12:25:46+00:00,@noble_road We can't Trust #TimRyan #OHSen and he's Wrong for Ohio in 2022!,_PaulWasilewski,TimRyan
"{'label': 'Negative', 'score': 0.757658839225769}",Negative,0.757658839225769,2022-10-06 12:34:11+00:00,"@DonaldJTrumpJr @JDVance1 @TimRyan #TimRyan #VoteBlueToSaveAmerica 
🎯🎯🎯🎯🎯🎯🎯🎯JD Vance is a terrible human https://t.co/lfF6jBAZHk",ThirdAngie,TimRyan
"{'label': 'Neutral', 'score': 0.854677140712738}",Neutral,0.854677140712738,2022-10-06 12:40:31+00:00,"#OHdeptofhealth #OHschoolboards #ohioag #ohiochamber #OhioDemocracy #OhioRepublicans  #FirstFreedomOH #lscohio #13abc #WTOL11Toledo #scottsands #fredlefebvre #MeaghanMick #GovMikeDeWine 
#TimRyan hates Ohioans https://t.co/WPaHdN4us6",pamp00vey,TimRyan
"{'label': 'Negative', 'score': 0.8281688690185547}",Negative,0.8281688690185547,2022-10-06 13:20:05+00:00,"Gutting. #Localjournalism at its best #JDVance
 https://t.co/L77Jb8Ihdu",second_nature,JDVance
"{'label': 'Negative', 'score': 0.9117870926856995}",Negative,0.9117870926856995,2022-10-06 14:33:36+00:00,"Whoops! Behold the Republican Trove of Truly Terrible Candidates #UnfitForOffice #HerschelWalker #JDVance #BlakeMasters #DrOz @SenRickScott @RoyBlunt @GOPChairwoman @LeaderMcConnell 

https://t.co/nb1k4QeuIH",Deborah33742319,JDVance
"{'label': 'Neutral', 'score': 0.7329941391944885}",Neutral,0.7329941391944885,2022-10-06 15:27:18+00:00,"#TimRyan, BTW, voted 100% with the #BidenAdministration. #Ohio voters should keep that in mind, especially when buying #Gasoline.
https://t.co/yM1Sk0lUvv",DrDaveSalisbury,TimRyan
"{'label': 'Negative', 'score': 0.8903487920761108}",Negative,0.8903487920761108,2022-10-06 16:29:28+00:00,"I’d you have kids and value the future of this country, you CANNOT vote for #JDVance.
He absolutely dangerous to our future. https://t.co/6hFEiSTjAS",RobAbramowitz,JDVance
"{'label': 'Negative', 'score': 0.6897554397583008}",Negative,0.6897554397583008,2022-10-06 16:29:40+00:00,"*The Dumbing Down of America* by JD Twatwaffle. 😬 

#OHSen #TimRyan #VoteBlue https://t.co/nfLaiFfQrg",snoozeq1,TimRyan
"{'label': 'Neutral', 'score': 0.9224513173103333}",Neutral,0.9224513173103333,2022-10-06 16:34:44+00:00,#JDVance @TimRyan https://t.co/3pcKjaHKJu,BKing9109,JDVance
"{'label': 'Negative', 'score': 0.8817418217658997}",Negative,0.8817418217658997,2022-10-06 16:46:27+00:00,#TimRyan hates Ohioans https://t.co/ZZY9aE6B6V,pamp00vey,TimRyan
"{'label': 'Neutral', 'score': 0.8127453327178955}",Neutral,0.8127453327178955,2022-10-06 16:52:42+00:00,#Ohio #VoteBlue #TimRyan https://t.co/ZHNgFvJGRq,cherylkdwoods,TimRyan
"{'label': 'Neutral', 'score': 0.9146612286567688}",Neutral,0.9146612286567688,2022-10-06 16:57:32+00:00,#JDVance #ohio @DispatchAlerts @clevelanddotcom @ebquirer https://t.co/SV3KPxHqeC,calvinkholsclaw,JDVance
"{'label': 'Negative', 'score': 0.5301908254623413}",Negative,0.5301908254623413,2022-10-06 17:00:03+00:00,#JDVance #DeepState #SpendingCuts https://t.co/co3tvN7Y9M,RealFactsVsFake,JDVance
"{'label': 'Negative', 'score': 0.9297845959663391}",Negative,0.9297845959663391,2022-10-06 17:07:58+00:00,"The #JDVance slogan : Keeping America stupid, dirty and sick. What a joke! #Ohio can do better. #RoevemberIsComing #VoteBlueForSoManyReasons #TimRyan for #Senate https://t.co/VLgdz1AVRT",Vanessa58076507,JDVance
"{'label': 'Negative', 'score': 0.9297845959663391}",Negative,0.9297845959663391,2022-10-06 17:07:58+00:00,"The #JDVance slogan : Keeping America stupid, dirty and sick. What a joke! #Ohio can do better. #RoevemberIsComing #VoteBlueForSoManyReasons #TimRyan for #Senate https://t.co/VLgdz1AVRT",Vanessa58076507,TimRyan
"{'label': 'Negative', 'score': 0.831691563129425}",Negative,0.831691563129425,2022-10-06 17:22:40+00:00,"#TaxingTimRyan is a liar!  No matter what he says in his adds, his record tells the truth!  A vote for #TimRyan is a vote for #JoeBiden It’s time to say no #Ohio it’s the me to vote for @JDVance1 #VoteRed2022 #TakeBackTheSenate #Election2022 https://t.co/RII7Brdy3v",JasonBica,TimRyan
"{'label': 'Negative', 'score': 0.5236191153526306}",Negative,0.5236191153526306,2022-10-06 17:28:46+00:00,"#TooMuchMoneyOnEducation 
#MAGAElites want #Uneducated 
Much easier to manipulate and control
#JDVance is from #SiliconeValley 
He got an Elite Education https://t.co/qmZywudwEV",rexrode1967,JDVance
"{'label': 'Neutral', 'score': 0.5523524284362793}",Neutral,0.5523524284362793,2022-10-06 17:30:45+00:00,#TaxingTimRyan #Ohio #TimRyan #Election2022 https://t.co/n45D5hmBzD,JasonBica,TimRyan
"{'label': 'Negative', 'score': 0.7951038479804993}",Negative,0.7951038479804993,2022-10-06 17:32:54+00:00,"#TimRyan is a blue collar everyman fighting for our middle class prosperity!
#JdVance is a pampered millionaire reprehensible Republican political rookie working hard on the miserable GOP plot to ELIMINATE middle class our prosperity!
#VoteBlueToSaveAmerica https://t.co/SdjTquZixP",NickyBayus,JDVance
"{'label': 'Negative', 'score': 0.7951038479804993}",Negative,0.7951038479804993,2022-10-06 17:32:54+00:00,"#TimRyan is a blue collar everyman fighting for our middle class prosperity!
#JdVance is a pampered millionaire reprehensible Republican political rookie working hard on the miserable GOP plot to ELIMINATE middle class our prosperity!
#VoteBlueToSaveAmerica https://t.co/SdjTquZixP",NickyBayus,TimRyan
"{'label': 'Neutral', 'score': 0.8634904026985168}",Neutral,0.8634904026985168,2022-10-06 17:48:24+00:00,#JDVance https://t.co/YSgN8mP9wI,michm_usa,JDVance
"{'label': 'Negative', 'score': 0.7971036434173584}",Negative,0.7971036434173584,2022-10-06 17:48:27+00:00,"OMG #JDVance is really bad for #Ohio. This bad actor does not represent Ohioans whatsoever! 

Listen &amp; you too will agree with #my2centsIngrid that #TimRyanIsTheBetterman FYI @TimRyan @DNC https://t.co/K8RMtUakaT",Ingridebap,JDVance
"{'label': 'Neutral', 'score': 0.8586534261703491}",Neutral,0.8586534261703491,2022-10-06 17:55:12+00:00,"#Ohio #OH #Ohioans #OhioState #Buckeyes #OSU #Browns #Bengals #Cincinnati #Reds #gop #jdvance #TimRyan #jimjordan #gymjordan

They continue to show you who they really are when they aren't in front of the camera.

#VoteThemAllOut2023 and don't let any new republicans roaches in. https://t.co/c86yc2SOCg",Justin_Kayse,JDVance
"{'label': 'Neutral', 'score': 0.8586534261703491}",Neutral,0.8586534261703491,2022-10-06 17:55:12+00:00,"#Ohio #OH #Ohioans #OhioState #Buckeyes #OSU #Browns #Bengals #Cincinnati #Reds #gop #jdvance #TimRyan #jimjordan #gymjordan

They continue to show you who they really are when they aren't in front of the camera.

#VoteThemAllOut2023 and don't let any new republicans roaches in. https://t.co/c86yc2SOCg",Justin_Kayse,TimRyan
"{'label': 'Negative', 'score': 0.9335125088691711}",Negative,0.9335125088691711,2022-10-06 18:22:02+00:00,"Gad I hate that #divisive #hypocrite #shill #JDVance. How much money has he made prostituting (faking?) his life in the #Appalachian #diaspora? Benefits for poor folk paid for his career. Now he is running with #GOP, who #hate and #harm #poor people.  https://t.co/J4xATag0xR",13_damage,JDVance
"{'label': 'Neutral', 'score': 0.8791145086288452}",Neutral,0.8791145086288452,2022-10-06 18:37:26+00:00,#JDVance https://t.co/j7a9a3WfBP,ThomasJinLA,JDVance
"{'label': 'Negative', 'score': 0.7042866945266724}",Negative,0.7042866945266724,2022-10-06 18:44:13+00:00,"It's a toss up as to who's worse.

#JDVance or #BunkerBitchJunior https://t.co/4We5BOXLfn",Mr_Don_Auto,JDVance
"{'label': 'Negative', 'score': 0.746903121471405}",Negative,0.746903121471405,2022-10-06 18:48:26+00:00,@BKing9109 @TimRyan He is going to GUT the public education system in #ohio. Please parents when your Ohio public schools have no budget to teach or for buses to games or supplies or a guidance counselor. You know why #jdvance #ohioschools #NOtoJDVANCE,lovepeace3124,JDVance
"{'label': 'Neutral', 'score': 0.8812112808227539}",Neutral,0.8812112808227539,2022-10-06 18:52:05+00:00,@kevin10tv https://t.co/AVWLyUiKiy #jdvance HE IS GOING TO GUT OHIO PUBLIC EDUCATTION HE JUST SAID IT OUT LOUD,lovepeace3124,JDVance
"{'label': 'Negative', 'score': 0.8948850631713867}",Negative,0.8948850631713867,2022-10-06 18:55:13+00:00,#TimRyan #VoteBlueForSoManyReasons #GOPLiesAboutEverything #GOPHypocrisy #GOPWarOnWomen #VoteBlueToProtectWomen https://t.co/Yx4AkVpqz1,youno849,TimRyan
"{'label': 'Negative', 'score': 0.8088128566741943}",Negative,0.8088128566741943,2022-10-06 18:58:06+00:00,"@RobAbramowitz When #jdvance openly admits that too much money is spent on EDUCATION, you can bet that if he gets elected, and your kids or grandkids are in public school in #ohio, you are in for a WORLD OF HURT. No funding for sports, special education, staff, buses. He is saying it out loud",lovepeace3124,JDVance
"{'label': 'Negative', 'score': 0.8635494112968445}",Negative,0.8635494112968445,2022-10-06 19:02:24+00:00,"@davidfrum #JDVANCE is going to lose in #OHIO, he was caught saying today that waaaayyyyy to much is spent on public education in Ohio. That is the end of him. CO will go Dem, PA will go DEM and Ohio will go Dem, and I'm not so sure WI will even hold.",lovepeace3124,JDVance
"{'label': 'Neutral', 'score': 0.4736965596675873}",Neutral,0.4736965596675873,2022-10-06 19:42:25+00:00,"And then I told him ""Blow, or Snow, or the Devil's Flour...  it all means the same and it's what fuels me!""

#TrumpJr #JDVance #TrumpCrimeFamily https://t.co/jy6nlwFWZI",realRobBaron,JDVance
"{'label': 'Negative', 'score': 0.8284955024719238}",Negative,0.8284955024719238,2022-10-06 20:04:58+00:00,"Yale Ivy league grad wants to gut education for the rest of us. 
You know, because only the rich deserve education.
That's MAGA.  Don't let him win.
#VoteBlue #TimRyan https://t.co/558bdEKtq3",Curis_qui,TimRyan
"{'label': 'Positive', 'score': 0.8562940955162048}",Positive,0.8562940955162048,2022-10-06 20:09:31+00:00,"Elect
#TimRYAN,
OHIO!!

💙🌊💙🌊💙🌊💙 https://t.co/X0BGcJgNho https://t.co/Lhcp9gYQCf",redhed67,TimRyan
"{'label': 'Neutral', 'score': 0.6295678615570068}",Neutral,0.6295678615570068,2022-10-06 20:31:49+00:00,"Ohio has elected (3) future Presidents(Harrison,Garfield&amp;Harding) , Salmon P Chase, Robert Taft (Mr. Republican), Howard Metzenbaum, John Glenn and George Voinovich to the US Senate. @JDVance1 has ZERO business being in this group. #JDVance #TimRyan",DeeKizerSoze,JDVance
"{'label': 'Neutral', 'score': 0.6295678615570068}",Neutral,0.6295678615570068,2022-10-06 20:31:49+00:00,"Ohio has elected (3) future Presidents(Harrison,Garfield&amp;Harding) , Salmon P Chase, Robert Taft (Mr. Republican), Howard Metzenbaum, John Glenn and George Voinovich to the US Senate. @JDVance1 has ZERO business being in this group. #JDVance #TimRyan",DeeKizerSoze,TimRyan
"{'label': 'Neutral', 'score': 0.5747438669204712}",Neutral,0.5747438669204712,2022-10-06 21:09:23+00:00,"@ATOlsonConsult @TimRyan #TimRyan donors are everyday ppl, not millionaires! Mitch pulled $28M from other races to prop up floundering Vance campaign. Here’s a preset $5 link for those of us on a limited budget. We can still help elect Tim Ryan. It adds up! https://t.co/HTrOP2R3VU",Dovewoman1,TimRyan
"{'label': 'Negative', 'score': 0.890157163143158}",Negative,0.890157163143158,2022-10-06 21:09:27+00:00,#TimRyan hates Ohioans https://t.co/Yz9RHN88EV,pamp00vey,TimRyan
"{'label': 'Negative', 'score': 0.8914562463760376}",Negative,0.8914562463760376,2022-10-06 21:10:07+00:00,#TimRyan hates Ohioans https://t.co/ltxqQYQVWB,pamp00vey,TimRyan
"{'label': 'Neutral', 'score': 0.7552133202552795}",Neutral,0.7552133202552795,2022-10-06 21:24:49+00:00,@JDVance1 #WeThePeople deserve #TimRyan,wendienstarr,TimRyan
"{'label': 'Negative', 'score': 0.8214624524116516}",Negative,0.8214624524116516,2022-10-06 21:34:14+00:00,"Why is the #Senate race between #JDVance and #TimRyan in red state #Ohio so close? - Los Angeles Times*bc despite sneaky #MikeDeWine's redistricting, #GOP is backing hateful aggressive violence-condoning women-hating #Vance &amp;NO ONE LIKES HIM-⁦@Acyn⁩ https://t.co/ijJqCOcuJo",louise_mireya,JDVance
"{'label': 'Negative', 'score': 0.8214624524116516}",Negative,0.8214624524116516,2022-10-06 21:34:14+00:00,"Why is the #Senate race between #JDVance and #TimRyan in red state #Ohio so close? - Los Angeles Times*bc despite sneaky #MikeDeWine's redistricting, #GOP is backing hateful aggressive violence-condoning women-hating #Vance &amp;NO ONE LIKES HIM-⁦@Acyn⁩ https://t.co/ijJqCOcuJo",louise_mireya,TimRyan
"{'label': 'Neutral', 'score': 0.5130853652954102}",Neutral,0.5130853652954102,2022-10-06 21:35:21+00:00,@TimRyan #JDVance should know that TIM RYAN IS AN AMERICAN HERO,1FLUZZY1,JDVance
"{'label': 'Negative', 'score': 0.8445438146591187}",Negative,0.8445438146591187,2022-10-06 22:25:20+00:00,"#JDVance is a🤡
#VoteTimRyan https://t.co/xCNWqYUE15",Alpine1280,JDVance
"{'label': 'Positive', 'score': 0.9544578790664673}",Positive,0.9544578790664673,2022-10-06 22:56:49+00:00,"Better POLLING is hopeful
But DONATING is better.

Today I felt so grateful that I could donate to #TimRyan's campaign.

#DemocratTimRyan
#VoteBlueToSaveAmerica https://t.co/4O39fyoT8V https://t.co/dpeCOzogmh",Empath_Coach_RR,TimRyan
"{'label': 'Neutral', 'score': 0.8893032073974609}",Neutral,0.8893032073974609,2022-10-06 23:30:47+00:00,#TimRyan https://t.co/TBUM960ytf,LindaMasseyFL,TimRyan
"{'label': 'Neutral', 'score': 0.8669513463973999}",Neutral,0.8669513463973999,2022-10-06 23:34:36+00:00,#JDVance https://t.co/3MewDDVfT0,jimebacker,JDVance
"{'label': 'Negative', 'score': 0.73829585313797}",Negative,0.73829585313797,2022-10-07 01:12:30+00:00,Do not vote for #JDVance. #voteRyan!!! #VoteBlueForSoManyReasons https://t.co/wrEIrWBnl8,msa_allen,JDVance
"{'label': 'Negative', 'score': 0.8841125965118408}",Negative,0.8841125965118408,2022-10-07 01:39:14+00:00,"Good luck all you gullible magats!
#GOPBetrayedAmerica #Insurrection #Gop #JDVance https://t.co/wn9oy7uGla",ElonHairline,JDVance
"{'label': 'Negative', 'score': 0.90409255027771}",Negative,0.90409255027771,2022-10-07 01:40:30+00:00,#GOPBetrayedAmerica #Insurrection #Gop #JDVance https://t.co/iSlLandQPP,ElonHairline,JDVance
"{'label': 'Neutral', 'score': 0.8668023347854614}",Neutral,0.8668023347854614,2022-10-07 02:08:46+00:00,#Ohio #Vote #TimRyan https://t.co/f6MNejOrXH,valeriekaiser,TimRyan
"{'label': 'Negative', 'score': 0.9203119277954102}",Negative,0.9203119277954102,2022-10-07 02:50:20+00:00,"#JDVance Education denier 
Environmental hatchet man 
Why would anyone vote for this SOB https://t.co/y28gL6Pj0X",JrzyNana,JDVance
"{'label': 'Positive', 'score': 0.9615681171417236}",Positive,0.9615681171417236,2022-10-07 03:50:27+00:00,"Please share widely, donate if You can!  #TimRyan is an Honorable Man with a LONG History of Working for the REAL People of #Ohio &amp; #UNITEDStates.  #RyanForOhio 
Thank YOU✌🏼💙❤️✊🏼
cc @geegeebythesea @BytheseaGg https://t.co/Q6hsr8IEXR",geegeebythesea,TimRyan
"{'label': 'Neutral', 'score': 0.516514241695404}",Neutral,0.516514241695404,2022-10-07 04:57:03+00:00,"@JDVance1 Can we say a prayer for #TimRyan 

#GodBlessTimRyan",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.5139423608779907}",Positive,0.5139423608779907,2022-10-07 04:57:58+00:00,"@DonaldJTrumpJr @JDVance1 @TimRyan Can we say a prayer for #TimRyan - he's the real #Catholic &amp; lives in #Ohio (Vance lives in San Francisco)

#GodBlessTimRyan",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.699734628200531}",Positive,0.699734628200531,2022-10-07 04:58:12+00:00,"@Surabees @JDVance1 @TimRyan Can we say a prayer for #TimRyan - he's the real #Catholic &amp; lives in #Ohio (Vance lives in San Francisco)

#GodBlessTimRyan",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.5179658532142639}",Positive,0.5179658532142639,2022-10-07 04:59:01+00:00,"@JDVance1 Can we say a prayer for #TimRyan - he's the real #Catholic &amp; lives in #Ohio (you have an undocumented Indian wife and live in California)

#GodBlessTimRyan #America #USA",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.8321307897567749}",Positive,0.8321307897567749,2022-10-07 05:08:12+00:00,"@Bishopoftyler @YouTube Can we say a prayer for #TimRyan and #JoeBiden- our President is the real #Catholic 

#GodBlessTimRyan #GodBlessJoeBiden #America #USA #JesusChrist",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.7630606293678284}",Positive,0.7630606293678284,2022-10-07 05:10:05+00:00,"@mary_pezzulo Can we say a prayer for #TimRyan - he's the real #Catholic &amp; lives in #Ohio 

#GodBlessTimRyan #America #USA #JesusChrist",ThaiUS123,TimRyan
"{'label': 'Positive', 'score': 0.5976720452308655}",Positive,0.5976720452308655,2022-10-07 09:06:30+00:00,"Tim Ryan for Ohio
https://t.co/l6a2UlDEg9
Amplify his message!
Support his campaign!
Knock doors
Write postcards/letters! 
Follow/Like his accounts
#TimRyan 
#ElectTimRyan
#TimRyanForOhio
#VoteBlue 
#VoteBlue2022",VoteIsAntidote,TimRyan
"{'label': 'Positive', 'score': 0.7758774161338806}",Positive,0.7758774161338806,2022-10-07 09:34:33+00:00,"💙 Tim Ryan for Ohio
https://t.co/l6a2UlUHi9
Amplify his message!
Support his campaign!
Knock doors
Write postcards/letters! 
Follow/Like his accounts
#TimRyan 
#ElectTimRyan
#TimRyanForOhio
#VoteBlue 
#VoteBlue2022",VoteIsAntidote,TimRyan
"{'label': 'Neutral', 'score': 0.9416688084602356}",Neutral,0.9416688084602356,2022-10-07 09:48:47+00:00,🚥 #TimRyan #OHSen #JDVance  Turned Left: Progressive Score Lifetime 92.46%--🔥2021-22 96.79%🔥..Crucial Votes: Lifetime 79.77%--🔥94.20% 2021-22 🔥See your reps scores https://t.co/wmuUCIPSYN,_PaulWasilewski,JDVance
"{'label': 'Neutral', 'score': 0.9416688084602356}",Neutral,0.9416688084602356,2022-10-07 09:48:47+00:00,🚥 #TimRyan #OHSen #JDVance  Turned Left: Progressive Score Lifetime 92.46%--🔥2021-22 96.79%🔥..Crucial Votes: Lifetime 79.77%--🔥94.20% 2021-22 🔥See your reps scores https://t.co/wmuUCIPSYN,_PaulWasilewski,TimRyan
"{'label': 'Positive', 'score': 0.9753066897392273}",Positive,0.9753066897392273,2022-10-07 13:48:09+00:00,"Aw, @TimRyan. I love this ad. Your family is beautiful and so grown now. You’ve got this. Help us save our country #BeAmericansFirst #OHSen #TimRyan. Contribute, friends, at https://t.co/tQOUdxjFEf https://t.co/GtR2P2OOiP",SubodhChandra,TimRyan
"{'label': 'Positive', 'score': 0.9709638357162476}",Positive,0.9709638357162476,2022-10-07 13:59:59+00:00,Great commercial. Great campaign. #TimRyan https://t.co/AJHPl5beoE,WandaRHill,TimRyan
"{'label': 'Neutral', 'score': 0.7388139367103577}",Neutral,0.7388139367103577,2022-10-07 14:17:44+00:00,#VoteBlue2022 #TimRyan #VoteTimRyan https://t.co/mlzO7CtWD8,RockMySistahs,TimRyan
"{'label': 'Negative', 'score': 0.7663319110870361}",Negative,0.7663319110870361,2022-10-07 14:22:59+00:00,"Think you already know crazy? Meet the House GOP Class of ’22. #UnfitForOffice #HerschelWalker #DrOz #BlakeMasters #JDVance #VoteBlueToSaveAmerica 
https://t.co/daCEJ5lDWK",Deborah33742319,JDVance
"{'label': 'Positive', 'score': 0.9873256683349609}",Positive,0.9873256683349609,2022-10-07 14:36:46+00:00,"@TimRyan Love, love, love this commercial. So ""real life"", positive and motivating! (especially the kids😉)  #TimRyan",hayes1942,TimRyan
"{'label': 'Positive', 'score': 0.9140766263008118}",Positive,0.9140766263008118,2022-10-07 14:40:01+00:00,Solid ad for #TimRyan. https://t.co/r6RElxCmxq,jhkayejr,TimRyan
"{'label': 'Neutral', 'score': 0.48495593667030334}",Neutral,0.48495593667030334,2022-10-07 14:47:44+00:00,@TimRyan #timryan votes with Pelosi 100% of the time?  He says he loves her too.  If I were Tim Ryan's wife I'd be asking some questions about Tim and Nancy. @SpeakerPelosi #timandnancy,VanceVanadium,TimRyan
"{'label': 'Positive', 'score': 0.9840509295463562}",Positive,0.9840509295463562,2022-10-07 14:53:15+00:00,Awesome commercial!! Go @TimRyan 👏👏 #TimRyan🇺🇸 https://t.co/ITzs4X4XeP,JDOT75851630,TimRyan
"{'label': 'Positive', 'score': 0.7203208208084106}",Positive,0.7203208208084106,2022-10-07 14:55:21+00:00,"Tim Ryan means to beat the Hillbilly Celery guy, and well he should. This is the frame of mind that will serve all Americans first!
#TimRyan approved this message. https://t.co/d8Ip6Jbfe4",Carolina_Pines1,TimRyan
"{'label': 'Neutral', 'score': 0.8682910799980164}",Neutral,0.8682910799980164,2022-10-07 15:20:28+00:00,#timryan #dems #gop #usa https://t.co/slMg5KD2lB,ric09160767,TimRyan
"{'label': 'Negative', 'score': 0.8885059952735901}",Negative,0.8885059952735901,2022-10-07 15:21:59+00:00,"@TimRyan #TimRyan, you're a fake, a RINO.
Get out of politics.

#usa #dems #gop #biden #trump",ric09160767,TimRyan
"{'label': 'Neutral', 'score': 0.9264147877693176}",Neutral,0.9264147877693176,2022-10-07 15:26:16+00:00,#Ohio . . . Vote for #TimRyan and #NanWhaley! https://t.co/I9kN1OHNe5,PaulReverse11,TimRyan
"{'label': 'Negative', 'score': 0.8275062441825867}",Negative,0.8275062441825867,2022-10-07 15:28:14+00:00,"Show people the real you, timmy.

#TimRyan is a satanist, murder cult idiot.

Coward? https://t.co/bNN5oLKeNR https://t.co/xF7SCH50h4",HeWhoWaits82,TimRyan
"{'label': 'Negative', 'score': 0.6286963224411011}",Negative,0.6286963224411011,2022-10-07 15:44:23+00:00,This is so corny but I definitely watched it 3 times 😂😂 #TimRyan #Ohio https://t.co/cnwbphvJss,CarmenTS,TimRyan
"{'label': 'Positive', 'score': 0.6246416568756104}",Positive,0.6246416568756104,2022-10-07 16:02:19+00:00,"Ohio, we need Tim Ryan in the Senate! Please vote! #TimRyan https://t.co/zvuTPEnpn7",NanaShenanigans,TimRyan
"{'label': 'Neutral', 'score': 0.8180991411209106}",Neutral,0.8180991411209106,2022-10-07 16:02:27+00:00,#TimRyan #Ohio https://t.co/RQBnHWl4F2,lari_hart,TimRyan
"{'label': 'Negative', 'score': 0.8875155448913574}",Negative,0.8875155448913574,2022-10-07 16:06:41+00:00,"If #TimRyan doesn’t win, humanity is doomed forever. https://t.co/06Y40eX7D0",realalexchase,TimRyan
"{'label': 'Neutral', 'score': 0.4573838412761688}",Neutral,0.4573838412761688,2022-10-07 16:31:46+00:00,OHIO don't fuck it up. This is YOUR GUY. Elect him to the senate! #TimRyan https://t.co/FUt9r62KjB,RibelleGP,TimRyan
"{'label': 'Neutral', 'score': 0.8870828747749329}",Neutral,0.8870828747749329,2022-10-07 16:35:49+00:00,"Latino, Vota por Tim Ryan por senador en el estado de Ohio. Contamos contigo en Cleveland como en Cincinnati. #TimRyan @TimRyan https://t.co/KvEbUvc9AX",TodayDominican,TimRyan
"{'label': 'Negative', 'score': 0.8132774233818054}",Negative,0.8132774233818054,2022-10-07 16:36:46+00:00,#OHSEN #TimRyan is Nancy's lap dog. https://t.co/14AoXNo8Yo,cincitygirl,TimRyan
"{'label': 'Positive', 'score': 0.9789133667945862}",Positive,0.9789133667945862,2022-10-07 16:43:49+00:00,"@TimRyan GREAT MESSAGING!

Proud to have contributed to your campaign (even though I live in CA). 

#TimRyan",rosecolordglasz,TimRyan
"{'label': 'Negative', 'score': 0.8732730746269226}",Negative,0.8732730746269226,2022-10-07 16:55:16+00:00,@TimRyan #DemocratsAreEvil Vote #JDVance,AtlasKC,JDVance
"{'label': 'Negative', 'score': 0.7421463131904602}",Negative,0.7421463131904602,2022-10-07 16:56:14+00:00,"November is coming and Biden and Dems policies 
Have left Americans with the largest paycut in 25 years.  Real wages are down 8.5%+
Under Trump real wages went up.  Vote Red to reclaim the house and senate to put on the brakes.  OH Vote #JDVance
Ryan voted 100% w Pelosi Biden",BidenIsAFailure,JDVance
"{'label': 'Negative', 'score': 0.7439823746681213}",Negative,0.7439823746681213,2022-10-07 17:08:00+00:00,#Ohio #OhioDeservesBetter #JDVance #RepublicansLieAboutEverything #Election2022 https://t.co/hr7UrWTyv8,edlewusa,JDVance
"{'label': 'Positive', 'score': 0.9675936102867126}",Positive,0.9675936102867126,2022-10-07 17:10:10+00:00,"Just watch. 

It’s so refreshing to have a politician make a positive ad. Tim Ryan is the guy for Ohio. 

#TimRyan 
#Ohio https://t.co/aCrNMt4hL7",susanmathai,TimRyan
"{'label': 'Positive', 'score': 0.9644315242767334}",Positive,0.9644315242767334,2022-10-07 17:41:59+00:00,Love this! #VoteBlue2022 #TimRyan https://t.co/4jiyrAUNUM,asixtyschick,TimRyan
